Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
01-03-2025,11:10:51,CNR6413850175,Success,CUST674807,Prime Sedan,Bellandur,KR Puram,13,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,517,Credit Card,19.51,3.5,3
28-03-2025,16:09:26,CNR2673786183,Success,CUST872932,Mini,Basaveshwaranagar,Kengeri,9,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,686,Cash,9.7,4.8,3.7
01-03-2025,07:58:45,CNR9894317216,Incomplete,CUST490242,Bike,Banaswadi,Kadubeesanahalli,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Credit Card,0,0,0
24-03-2025,00:04:58,CNR2084189324,Success,CUST762170,eBike,Yelahanka,Yelahanka,10,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,171,Wallet,2.42,4.8,3.7
02-03-2025,15:11:56,CNR9243651253,Incomplete,CUST538308,Prime Sedan,Whitefield,Frazer Town,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Wallet,0,0,0
12-03-2025,11:59:05,CNR9160249834,Cancelled by Driver,CUST251130,eBike,Bellandur,Frazer Town,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Wallet,0,0,0
29-03-2025,23:57:21,CNR3038785099,Cancelled by Driver,CUST820563,Prime SUV,Bommanahalli,Kengeri,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Wallet,0,0,0
14-03-2025,05:37:14,CNR6995243713,Success,CUST696401,Prime Sedan,Kanakapura Road,JP Nagar,2,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,285,Credit Card,14.96,4.5,4.4
12-03-2025,07:55:42,CNR8118037561,Success,CUST838455,Auto,RT Nagar,Ulsoor,8,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,174,Wallet,8.74,3.7,3.1
30-03-2025,18:32:19,CNR9586898961,Success,CUST747168,Prime Plus,Nagarbhavi,Koramangala,4,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,1206,UPI,12.56,3.7,4.4
25-03-2025,21:42:35,CNR8184035444,Success,CUST183292,Prime Sedan,Whitefield,Hosur Road,6,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,949,Net Banking,17.16,4.7,4.3
31-03-2025,16:40:12,CNR8474272602,Incomplete,CUST874716,Prime Sedan,RT Nagar,KR Market,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,Net Banking,0,0,0
10-03-2025,02:26:10,CNR3187756148,Incomplete,CUST143759,eBike,HAL Layout,Wilson Garden,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,UPI,0,0,0
04-03-2025,01:41:03,CNR1733198075,Success,CUST333558,Prime Plus,KR Puram,Kadubeesanahalli,7,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,232,UPI,5.8,4.1,4.5
23-03-2025,04:33:32,CNR9268099324,Success,CUST278238,Bike,Sarjapur,Bellandur,11,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,151,Credit Card,3.89,4.7,3.3
23-03-2025,17:19:25,CNR5047815080,Success,CUST964032,Prime SUV,Banerghatta Road,Nagavara,8,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,300,UPI,11.79,3.4,3.7
28-03-2025,21:24:32,CNR4049972710,Incomplete,CUST502684,eBike,Bellandur,Frazer Town,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Cash,0,0,0
23-03-2025,02:42:05,CNR9205004379,Success,CUST680055,Prime Plus,Indiranagar,Basavanagudi,3,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,981,UPI,4.92,3.1,4.1
12-03-2025,01:59:33,CNR1506251612,Cancelled by Driver,CUST324140,Prime Plus,Peenya,Electronic City,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Debit Card,0,0,0
01-03-2025,08:09:19,CNR6828495980,Success,CUST506408,Bike,Hebbal,Kanakapura Road,11,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,448,Wallet,1.6,3.8,4
07-03-2025,02:08:42,CNR4907253722,Success,CUST451878,Prime Plus,Majestic,Majestic,2,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1117,Debit Card,16.31,4.7,4.2
11-03-2025,08:31:42,CNR6502749653,Cancelled by Driver,CUST135932,Mini,Indiranagar,HAL Layout,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,UPI,0,0,0
05-03-2025,09:32:32,CNR4583805841,Cancelled by Driver,CUST175789,Prime Plus,Sarjapur,Kumaraswamy Layout,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Credit Card,0,0,0
30-03-2025,03:20:49,CNR2567717732,Success,CUST225164,Mini,HSR Layout,JP Nagar,4,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,395,UPI,18.84,3.5,4.9
26-03-2025,05:43:52,CNR2634884978,Success,CUST963447,Mini,Bommanahalli,BTM Layout,3,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,839,Wallet,2.19,3.7,4.9
25-03-2025,04:29:59,CNR5657597071,Success,CUST533155,Prime SUV,Hosur Road,Banerghatta Road,5,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,199,Net Banking,12.1,4.8,4.1
22-03-2025,19:30:40,CNR6704412565,Cancelled by Driver,CUST485611,Prime SUV,Banashankari,Marathahalli,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
15-03-2025,12:41:13,CNR3946982577,Cancelled by Driver,CUST830010,Bike,Banerghatta Road,MG Road,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Debit Card,0,0,0
19-03-2025,04:00:10,CNR3253259214,Success,CUST623277,Bike,Seshadripuram,Frazer Town,12,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,800,Cash,8.38,3.2,4.4
08-03-2025,11:20:59,CNR6176244909,Cancelled by Driver,CUST635705,Bike,HSR Layout,Indiranagar,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
22-03-2025,22:42:33,CNR6459614937,Cancelled by Driver,CUST725606,Auto,Seshadripuram,Kanakapura Road,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Debit Card,0,0,0
12-03-2025,23:32:57,CNR1077755497,Success,CUST192593,Bike,BTM Layout,Kengeri,6,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,448,UPI,11,4.7,3.7
07-03-2025,20:23:10,CNR3113800516,Success,CUST728134,Prime Sedan,Wilson Garden,Hosur Road,13,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,601,UPI,5.26,3.5,5
08-03-2025,03:01:28,CNR6018834877,Success,CUST773117,Mini,KR Market,Basaveshwaranagar,7,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,313,Net Banking,9.83,4.8,3.9
02-03-2025,20:49:45,CNR3236823842,Incomplete,CUST585663,Prime Sedan,KR Puram,Kumaraswamy Layout,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Debit Card,0,0,0
09-03-2025,17:53:40,CNR4821944269,Cancelled by Driver,CUST283395,Prime Plus,Yelahanka,Domlur,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Wallet,0,0,0
16-03-2025,23:09:17,CNR4755196577,Success,CUST466899,eBike,Marathahalli,Koramangala,5,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,1135,Net Banking,12.04,3.5,3.5
16-03-2025,06:15:16,CNR8285440405,Success,CUST960441,Prime SUV,Shivaji Nagar,Whitefield,7,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,390,UPI,18.81,4.5,5
01-03-2025,23:21:32,CNR2234728288,Success,CUST634716,eBike,Kengeri,Banashankari,12,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,1356,Net Banking,7.53,3.8,4.7
18-03-2025,15:18:10,CNR5905811419,Success,CUST791998,Prime SUV,JP Nagar,Lavelle Road,13,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,58,UPI,13.22,3.3,3.5
13-03-2025,14:01:03,CNR1963487361,Success,CUST298960,Prime Plus,Brigade Road,Marathahalli,11,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,84,UPI,16.79,3.7,3.1
18-03-2025,05:32:49,CNR2147700462,Success,CUST894136,Prime SUV,Lavelle Road,Jalahalli,10,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,548,Cash,13.53,4.5,3.7
07-03-2025,16:22:01,CNR1523706344,Success,CUST597698,Bike,Brigade Road,Shivaji Nagar,6,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,850,Cash,9.79,3.6,3.3
22-03-2025,02:43:07,CNR2033953084,Success,CUST829012,Prime Plus,Jayanagar,Nagavara,14,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,953,Credit Card,11.6,4.8,3.2
13-03-2025,08:34:01,CNR4136357038,Cancelled by Driver,CUST425914,eBike,Jayanagar,Whitefield,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Wallet,0,0,0
29-03-2025,08:43:55,CNR1380002611,Success,CUST770920,Prime Plus,Kumaraswamy Layout,Kanakapura Road,7,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,712,Net Banking,11.85,3.8,3.6
25-03-2025,12:23:29,CNR5919711672,Success,CUST101021,Prime Sedan,Basavanagudi,HAL Layout,14,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,146,Cash,13.83,3.2,4.5
07-03-2025,18:43:24,CNR7374444748,Success,CUST911975,Prime Plus,Indiranagar,Kumaraswamy Layout,4,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,476,Wallet,2.72,3.9,3.9
08-03-2025,10:44:27,CNR7061840251,Success,CUST276727,eBike,Marathahalli,Seshadripuram,2,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,612,Cash,8.86,3.9,4.3
13-03-2025,10:30:39,CNR2304876224,Cancelled by Driver,CUST939346,Prime Sedan,Rajajinagar,BTM Layout,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
23-03-2025,01:46:57,CNR2439489362,Success,CUST933434,Prime Sedan,Seshadripuram,Malleshwaram,12,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,536,Cash,10.98,4.8,3.2
22-03-2025,06:15:45,CNR9927394671,Success,CUST119331,Bike,MG Road,Basaveshwaranagar,14,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,481,Net Banking,16.65,4.8,4.3
09-03-2025,03:22:09,CNR5672096790,Success,CUST193385,eBike,Banerghatta Road,Kanakapura Road,11,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,1658,Debit Card,15.93,3.4,4.6
14-03-2025,12:44:07,CNR6527060296,Cancelled by Customer,CUST130036,Prime SUV,Ulsoor,HSR Layout,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Wallet,0,0,0
18-03-2025,20:06:41,CNR2626575809,Success,CUST835465,Prime Sedan,Rajajinagar,Kengeri,10,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,314,Net Banking,3.1,4.4,3.5
21-03-2025,18:07:07,CNR8435508775,Cancelled by Customer,CUST205612,Auto,Electronic City,Banerghatta Road,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
07-03-2025,02:53:27,CNR6807371171,Success,CUST546616,Mini,JP Nagar,Kanakapura Road,11,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,416,Debit Card,5.36,4.2,3.5
16-03-2025,04:05:41,CNR5500688556,Success,CUST845354,Bike,Marathahalli,RT Nagar,8,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,117,Debit Card,10.52,4.7,3.2
22-03-2025,08:51:52,CNR4180333267,Cancelled by Driver,CUST185201,Prime Sedan,Padmanabhanagar,Cox Town,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Net Banking,0,0,0
07-03-2025,21:08:23,CNR6608072180,Success,CUST533147,Bike,Ulsoor,Hennur,2,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,445,Net Banking,13.45,4.6,3.9
16-03-2025,12:36:58,CNR4226678956,Success,CUST498727,Prime SUV,Rajajinagar,Wilson Garden,5,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,113,Wallet,16.59,3.2,3.1
17-03-2025,00:41:09,CNR8870254337,Success,CUST199044,Prime Plus,Shivaji Nagar,Kanakapura Road,11,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,467,UPI,2.46,3.1,5
28-03-2025,05:49:30,CNR1438910770,Success,CUST552956,Prime SUV,Majestic,Marathahalli,13,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,391,Credit Card,12.01,4.8,3.3
30-03-2025,22:39:00,CNR5641204155,Success,CUST865983,Bike,Majestic,Banashankari,8,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,133,UPI,3.73,4.2,4.2
21-03-2025,05:08:02,CNR8479264919,Success,CUST389157,Bike,JP Nagar,KR Market,5,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,969,Cash,15.32,4.8,4.7
22-03-2025,14:46:29,CNR4015182179,Success,CUST321757,Prime Plus,Banashankari,HSR Layout,8,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,292,Wallet,4.89,4,3.1
29-03-2025,08:29:28,CNR3710863104,Success,CUST816925,Auto,Electronic City,Indiranagar,5,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,1056,UPI,1.52,4,4.3
29-03-2025,11:41:25,CNR5261830630,Success,CUST292739,Prime SUV,Lavelle Road,Electronic City,13,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,501,UPI,18.03,3.3,4.8
29-03-2025,09:20:30,CNR4743602821,Success,CUST276884,Bike,Banashankari,HSR Layout,8,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,143,Credit Card,9.75,3.4,3.7
09-03-2025,13:09:19,CNR9575330825,Cancelled by Driver,CUST458500,Prime SUV,Nagarbhavi,MG Road,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
18-03-2025,23:14:19,CNR9450480282,Success,CUST446527,eBike,Basaveshwaranagar,Nagarbhavi,5,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,210,UPI,15.12,3,3.2
23-03-2025,05:43:31,CNR3038740015,Cancelled by Driver,CUST815914,Mini,Hosur Road,Majestic,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
07-03-2025,09:03:05,CNR9498002272,Cancelled by Driver,CUST419063,eBike,Banerghatta Road,Banashankari,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Net Banking,0,0,0
12-03-2025,19:36:10,CNR3331590003,Success,CUST956048,Mini,Kengeri,Jayanagar,4,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,252,Credit Card,13.75,4.2,4.6
21-03-2025,16:41:08,CNR5542143102,Cancelled by Driver,CUST609366,eBike,Cox Town,MG Road,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Net Banking,0,0,0
30-03-2025,15:32:33,CNR8073404313,Success,CUST494601,Prime Plus,Wilson Garden,Cox Town,2,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,468,Cash,17.65,3.3,4.1
23-03-2025,05:50:35,CNR7482301913,Success,CUST728705,Auto,Brigade Road,KR Puram,6,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,366,UPI,18.57,3.5,4.9
08-03-2025,02:22:37,CNR2837504599,Success,CUST726946,eBike,Koramangala,Vijayanagar,5,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,858,UPI,9.71,4.7,3.6
09-03-2025,05:43:58,CNR6619541500,Cancelled by Driver,CUST593154,Prime Plus,Frazer Town,Padmanabhanagar,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Wallet,0,0,0
08-03-2025,22:58:45,CNR6240793915,Cancelled by Driver,CUST935448,eBike,Richmond Town,Nagarbhavi,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,UPI,0,0,0
11-03-2025,20:48:05,CNR3498606302,Cancelled by Driver,CUST615201,Bike,Sarjapur,Seshadripuram,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
25-03-2025,03:22:57,CNR2645100729,Success,CUST958477,Bike,Bommanahalli,Kadubeesanahalli,2,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,663,Cash,4.09,4.4,3.9
10-03-2025,09:35:12,CNR2589207817,Success,CUST979279,Prime Plus,Jalahalli,Electronic City,11,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,507,Wallet,11.04,4.2,3.4
03-03-2025,18:35:37,CNR7388586776,Cancelled by Customer,CUST847092,eBike,Malleshwaram,Kanakapura Road,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
08-03-2025,13:15:09,CNR8339247540,Success,CUST757296,Auto,Basaveshwaranagar,Bommanahalli,14,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,257,UPI,12.65,3.4,4.8
09-03-2025,17:14:43,CNR4584166025,Success,CUST103934,eBike,Indiranagar,HSR Layout,12,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,115,Debit Card,13.85,3.9,4.5
25-03-2025,07:04:49,CNR2801615909,Success,CUST985816,Prime SUV,MG Road,Brigade Road,13,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,939,Wallet,16.07,4.5,4.5
31-03-2025,14:28:04,CNR7727499754,Success,CUST435492,Prime Plus,MG Road,Brigade Road,10,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,738,Net Banking,10.72,4.3,3.5
10-03-2025,22:09:57,CNR2548722659,Cancelled by Driver,CUST967270,Bike,Jalahalli,Whitefield,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,UPI,0,0,0
23-03-2025,23:22:51,CNR5287169402,Success,CUST169134,Bike,Marathahalli,Lavelle Road,8,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,480,Cash,18.38,4.9,3.7
18-03-2025,15:26:51,CNR7163437019,Cancelled by Driver,CUST750943,Prime SUV,Rajajinagar,Hosur Road,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
11-03-2025,14:26:03,CNR3658000513,Cancelled by Driver,CUST387217,eBike,Jayanagar,Nagavara,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Debit Card,0,0,0
16-03-2025,17:39:42,CNR8962447269,Cancelled by Driver,CUST207402,Bike,Kadubeesanahalli,Bellandur,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
22-03-2025,18:06:56,CNR8044858838,Success,CUST264411,Auto,Richmond Town,Frazer Town,6,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,490,Credit Card,5.82,4.1,4.3
25-03-2025,09:30:00,CNR7344523236,Cancelled by Customer,CUST645565,Prime Plus,Kanakapura Road,BTM Layout,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
25-03-2025,04:34:35,CNR4839101385,Success,CUST661815,Prime Plus,Nagarbhavi,Hennur,9,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,321,Net Banking,16.62,3,4.8
09-03-2025,05:41:23,CNR4688895920,Cancelled by Customer,CUST827144,Prime SUV,Wilson Garden,Frazer Town,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
29-03-2025,10:56:25,CNR1235392524,Success,CUST392737,Mini,Banaswadi,Kanakapura Road,14,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,1120,Cash,2.86,4.7,4.2
08-03-2025,02:16:16,CNR1250267866,Incomplete,CUST916074,eBike,Ulsoor,HAL Layout,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Cash,0,0,0
08-03-2025,12:21:09,CNR6904733990,Incomplete,CUST373372,Prime Sedan,Jalahalli,Banashankari,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Debit Card,0,0,0
25-03-2025,04:59:59,CNR7735932042,Cancelled by Driver,CUST933864,Prime SUV,Banerghatta Road,Nagarbhavi,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,UPI,0,0,0
09-03-2025,02:37:41,CNR5384954602,Success,CUST711915,Auto,Peenya,JP Nagar,5,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,628,Net Banking,19.73,3.2,4.9
26-03-2025,17:28:54,CNR7337341931,Success,CUST608277,Prime Plus,Padmanabhanagar,JP Nagar,11,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,98,Debit Card,3.66,3.5,3.7
08-03-2025,10:07:17,CNR8355988872,Success,CUST105760,Auto,Peenya,Nagarbhavi,12,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,802,Credit Card,5.6,4,3.7
05-03-2025,23:43:26,CNR1167542350,Incomplete,CUST904410,Auto,Peenya,Domlur,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,UPI,0,0,0
07-03-2025,21:20:37,CNR1247955486,Success,CUST847735,Prime SUV,Kumaraswamy Layout,Bommanahalli,7,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,116,Net Banking,17.92,3.5,3.1
23-03-2025,12:43:12,CNR5843101363,Success,CUST530199,Mini,Richmond Town,Lavelle Road,8,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,796,Wallet,7.41,4.9,4.1
31-03-2025,21:51:43,CNR8823746511,Cancelled by Customer,CUST444354,Auto,HAL Layout,RT Nagar,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Wallet,0,0,0
04-03-2025,08:54:52,CNR5478410894,Success,CUST164322,Prime Sedan,RT Nagar,KR Puram,7,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,358,UPI,15.93,3.8,5
19-03-2025,23:52:08,CNR4065319433,Success,CUST440027,Prime SUV,Jalahalli,Sarjapur,10,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,984,UPI,14.37,3.9,4.7
29-03-2025,01:27:15,CNR2674897945,Success,CUST168792,Prime Sedan,Hennur,Domlur,12,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,273,Net Banking,8.28,3.3,3.9
16-03-2025,22:39:34,CNR6491742291,Cancelled by Driver,CUST378200,eBike,Hennur,Frazer Town,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
16-03-2025,21:34:16,CNR6688902229,Success,CUST946595,Bike,BTM Layout,Malleshwaram,4,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,1247,UPI,15.39,3.6,3.3
05-03-2025,14:52:23,CNR4965087079,Success,CUST437736,Auto,Rajajinagar,Bommanahalli,13,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,249,UPI,6.33,4.4,4.7
15-03-2025,05:38:53,CNR5877411302,Success,CUST926717,Prime Sedan,JP Nagar,Whitefield,9,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,325,Net Banking,11.31,4.9,4.9
28-03-2025,15:50:14,CNR6851882805,Cancelled by Driver,CUST765940,Prime SUV,HAL Layout,HAL Layout,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Credit Card,0,0,0
08-03-2025,15:19:20,CNR5649121157,Cancelled by Driver,CUST897063,Auto,Rajajinagar,Banaswadi,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Cash,0,0,0
23-03-2025,15:53:28,CNR1748568391,Success,CUST979707,Prime Sedan,JP Nagar,Sanjay Nagar,7,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,722,Net Banking,10.44,3.9,3.6
23-03-2025,12:25:54,CNR8601531471,Cancelled by Driver,CUST913349,Prime Sedan,Indiranagar,Shivaji Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Debit Card,0,0,0
10-03-2025,11:01:57,CNR7798801629,Success,CUST442906,Mini,Cox Town,Yelahanka,7,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,417,Credit Card,14.75,4.3,4.5
01-03-2025,02:36:49,CNR7634773490,Cancelled by Driver,CUST816335,Prime Sedan,Kumaraswamy Layout,Kengeri,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Wallet,0,0,0
20-03-2025,10:33:28,CNR5837901198,Cancelled by Driver,CUST918718,Auto,Domlur,Brigade Road,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Debit Card,0,0,0
27-03-2025,19:40:28,CNR1465176046,Cancelled by Driver,CUST389258,Auto,Ulsoor,Seshadripuram,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Cash,0,0,0
01-03-2025,08:01:37,CNR7216912892,Cancelled by Customer,CUST772221,Mini,Banashankari,Peenya,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,UPI,0,0,0
06-03-2025,12:12:38,CNR6306007138,Cancelled by Driver,CUST419461,Bike,Vijayanagar,Seshadripuram,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Cash,0,0,0
30-03-2025,11:42:39,CNR2497895032,Success,CUST333856,Mini,Koramangala,BTM Layout,14,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,100,UPI,12.7,3.6,3.9
16-03-2025,12:12:50,CNR8869150823,Success,CUST430800,Prime SUV,Hebbal,HAL Layout,9,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,441,Net Banking,3.44,4.6,3.4
